<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
VTBR;D;08/02/18;000000;0.0476100;0.0488400;0.0472300;0.0475100;31972430000
VTBR;D;09/02/18;000000;0.0470700;0.0474900;0.0466000;0.0470700;28283110000
VTBR;D;12/02/18;000000;0.0475000;0.0477900;0.0469500;0.0471200;17203400000
VTBR;D;13/02/18;000000;0.0471900;0.0477500;0.0470500;0.0476700;12203490000
VTBR;D;14/02/18;000000;0.0477000;0.0482700;0.0472100;0.0477000;17789480000
VTBR;D;15/02/18;000000;0.0480000;0.0480000;0.0473200;0.0473500;20501610000
VTBR;D;16/02/18;000000;0.0473700;0.0478000;0.0473600;0.0477000;10368060000
VTBR;D;19/02/18;000000;0.0476700;0.0477800;0.0472300;0.0474500;6302600000
VTBR;D;20/02/18;000000;0.0474600;0.0479500;0.0473600;0.0477400;7621080000
VTBR;D;21/02/18;000000;0.0477000;0.0491700;0.0476100;0.0489000;35530540000
VTBR;D;22/02/18;000000;0.0486700;0.0529500;0.0485900;0.0517500;71269430000
VTBR;D;26/02/18;000000;0.0529700;0.0558300;0.0525500;0.0546300;103203730000
VTBR;D;27/02/18;000000;0.0547300;0.0548900;0.0533500;0.0538000;43109150000
VTBR;D;28/02/18;000000;0.0536500;0.0540500;0.0526100;0.0527600;55881340000
VTBR;D;01/03/18;000000;0.0526500;0.0531700;0.0523000;0.0525000;25000760000
VTBR;D;02/03/18;000000;0.0527500;0.0539900;0.0521000;0.0524100;24024190000
VTBR;D;05/03/18;000000;0.0527000;0.0534200;0.0520200;0.0524600;19973460000
VTBR;D;06/03/18;000000;0.0526500;0.0536900;0.0525300;0.0530000;21902480000
VTBR;D;07/03/18;000000;0.0528000;0.0547800;0.0526400;0.0547000;37864590000
VTBR;D;09/03/18;000000;0.0545400;0.0565900;0.0543300;0.0562800;34716770000
VTBR;D;12/03/18;000000;0.0570100;0.0576400;0.0557000;0.0557100;32279070000
VTBR;D;13/03/18;000000;0.0557700;0.0562800;0.0549200;0.0558000;28682540000
VTBR;D;14/03/18;000000;0.0555500;0.0559800;0.0535000;0.0535400;30209650000
VTBR;D;15/03/18;000000;0.0536500;0.0542300;0.0531900;0.0538400;33454750000
VTBR;D;16/03/18;000000;0.0537900;0.0541900;0.0533500;0.0534800;37569380000
